,fecha,sistema,dmin,dmax
2390,16/04/2009,SING,1600.19,1759.63
2391,17/04/2009,SIC,4004.43,5493.81
2392,17/04/2009,SING,1663.83,1834.88
2393,18/04/2009,SIC,3926.66,4963.48
2394,18/04/2009,SING,1741.24,1838.31
2395,19/04/2009,SIC,3275.74,4898.98
2396,19/04/2009,SING,1693.6,1842.48
2397,20/04/2009,SIC,3589.06,5570.77
2398,20/04/2009,SING,1718.26,1824.42
2399,21/04/2009,SIC,4046.06,5546.75
2400,21/04/2009,SING,1713.48,1835.29
2401,22/04/2009,SIC,4037.23,5565.31
2402,22/04/2009,SING,1542.59,1795.82
2403,23/04/2009,SIC,3928.9,5300.82
2404,23/04/2009,SING,1688.02,1810.96
2405,24/04/2009,SIC,3879.9,5432.12
2406,24/04/2009,SING,1670.56,1777.41
2407,25/04/2009,SIC,3866.27,4927.59
2408,25/04/2009,SING,1697.17,1834.31
2409,26/04/2009,SIC,3266.62,4839.79
2410,26/04/2009,SING,1682.57,1844.35
2411,27/04/2009,SIC,3676.74,5447.01
2412,27/04/2009,SING,1733.56,1858.22
2413,28/04/2009,SIC,3998.41,5434.47
2414,28/04/2009,SING,1745.27,1840.79
2415,29/04/2009,SIC,3980.56,5489.72
2416,29/04/2009,SING,1697.29,1838.6
2417,30/04/2009,SIC,3104.35,3587.64
2418,30/04/2009,SING,1725.29,1815.22
2419,01/05/2009,SIC,3501.27,4737.34
2420,01/05/2009,SING,1591.7,1785.32
2421,02/05/2009,SIC,3530.74,4988.84
2422,02/05/2009,SING,1694.78,1784.4
2423,03/05/2009,SIC,3376.48,4988.18
2424,03/05/2009,SING,1673.73,1808.06
2425,04/05/2009,SIC,3598.33,5346.94
2426,04/05/2009,SING,1661.83,1756.4
2427,05/05/2009,SIC,3850.67,5378.23
2428,05/05/2009,SING,1638.12,1776.59
2429,06/05/2009,SIC,3807.27,5320.31
2430,06/05/2009,SING,1591.26,1769.42
2431,07/05/2009,SIC,3858.38,5495.87
2432,07/05/2009,SING,1548.52,1726.1
2433,08/05/2009,SIC,3865.13,5277.36
2434,08/05/2009,SING,1616.48,1805.03
2435,09/05/2009,SIC,3975.91,5057.74
2436,09/05/2009,SING,1585.6,1779.07
2437,10/05/2009,SIC,3407.54,4912.16
2438,10/05/2009,SING,1638.09,1744.1
2439,11/05/2009,SIC,3474.16,5426.24
2440,11/05/2009,SING,1621.88,1728.01
2441,12/05/2009,SIC,3894.45,5485.27
2442,12/05/2009,SING,1615.58,1707.07
2443,13/05/2009,SIC,3806.92,5409.08
2444,13/05/2009,SING,1635.19,1692.99
2445,14/05/2009,SIC,3919.67,5426.19
2446,14/05/2009,SING,1594.06,1718.34
2447,15/05/2009,SIC,3935.75,5572.29
2448,15/05/2009,SING,1616.1,1758.96
2449,16/05/2009,SIC,4027.64,5152.56
2450,16/05/2009,SING,1696.89,1785.9
2451,17/05/2009,SIC,3464.43,5067.07
2452,17/05/2009,SING,1633.26,1760.58
2453,18/05/2009,SIC,3659.22,5471.53
2454,18/05/2009,SING,1619.72,1718.44
2455,19/05/2009,SIC,3938.2,5406.69
2456,19/05/2009,SING,1524.32,1700.58
2457,20/05/2009,SIC,3941.37,5446.61
2458,20/05/2009,SING,1581.43,1679.55
2459,21/05/2009,SIC,3662.06,5081.97
2460,21/05/2009,SING,1497.56,1595.71
2461,22/05/2009,SIC,3720.04,5248.2
2462,22/05/2009,SING,1554.73,1754.6
2463,23/05/2009,SIC,3840.14,4997.77
2464,23/05/2009,SING,1631.24,1752.34
2465,24/05/2009,SIC,3460.67,4978.26
2466,24/05/2009,SING,1590.56,1786.88
2467,25/05/2009,SIC,3664.87,5653.36
2468,25/05/2009,SING,1675.38,1792.2
2469,26/05/2009,SIC,4003.97,5614.14
2470,26/05/2009,SING,1608.73,1773.21
2471,27/05/2009,SIC,3981.29,5608.07
2472,27/05/2009,SING,1606.58,1722.93
2473,28/05/2009,SIC,4005.93,5588.76
2474,28/05/2009,SING,1621.78,1778.96
2475,29/05/2009,SIC,3976.83,5622.29
2476,29/05/2009,SING,1642.64,1792.32
2477,30/05/2009,SIC,3947.21,5136.03
2478,30/05/2009,SING,1631.39,1776.06
2479,31/05/2009,SIC,3466.24,5066.07
2480,31/05/2009,SING,1636.3,1754.49
2481,01/06/2009,SIC,3655.43,5466.23
2482,01/06/2009,SING,1640.41,1787.65
2483,02/06/2009,SIC,3883.43,5421.7
2484,02/06/2009,SING,1647.8,1772.5
2485,03/06/2009,SIC,3791.55,5425.81
2486,03/06/2009,SING,1566.02,1718.48
2487,04/06/2009,SIC,3888.34,5434.72
2488,04/06/2009,SING,1595.47,1762.46
2489,05/06/2009,SIC,3890.3,5459.15
2490,05/06/2009,SING,1606.42,1750.13
2491,06/06/2009,SIC,3897.85,5088.67
2492,06/06/2009,SING,1582.59,1721.07
2493,07/06/2009,SIC,3477.53,5129.26
2494,07/06/2009,SING,1603.25,1756.09
2495,08/06/2009,SIC,3638.11,5625.28
2496,08/06/2009,SING,1574.36,1727.46
2497,09/06/2009,SIC,3882.61,5517.61
2498,09/06/2009,SING,1619.96,1714.58
2499,10/06/2009,SIC,3922.79,5652.46
2500,10/06/2009,SING,1610.96,1713.73
2501,11/06/2009,SIC,3917.94,5607.65
2502,11/06/2009,SING,1570.75,1721.8
2503,12/06/2009,SIC,3909.02,5664.03
2504,12/06/2009,SING,1620.42,1772.5
2505,13/06/2009,SIC,3857.9,5226.66
2506,13/06/2009,SING,1622.14,1796.95
2507,14/06/2009,SIC,3570.23,5195.48
2508,14/06/2009,SING,1668.93,1812.67
2509,15/06/2009,SIC,3645.05,5692.41
2510,15/06/2009,SING,1635.22,1794.89
2511,16/06/2009,SIC,3910.89,5621.2
2512,16/06/2009,SING,1699.65,1801.5
2513,17/06/2009,SIC,3880.22,5661.7
2514,17/06/2009,SING,1679.84,1811.22
2515,18/06/2009,SIC,3907.79,5655.55
2516,18/06/2009,SING,1682.46,1781.89
2517,19/06/2009,SIC,3921.55,5901.8
2518,19/06/2009,SING,1722.87,1821.02
2519,20/06/2009,SIC,3866.7,5234.49
2520,20/06/2009,SING,1686.75,1806.77
2521,21/06/2009,SIC,3477.09,5121.25
2522,21/06/2009,SING,1695.37,1838.09
2523,22/06/2009,SIC,3590.11,5684.69
2524,22/06/2009,SING,1719.71,1843.88
2525,23/06/2009,SIC,3918.28,5759.55
2526,23/06/2009,SING,1672.21,1817.7
2527,24/06/2009,SIC,3978.42,5878.35
2528,24/06/2009,SING,1663.22,1833.85
2529,25/06/2009,SIC,3940.95,5848.28
2530,25/06/2009,SING,1615.9,1811.42
2531,26/06/2009,SIC,3979.39,5796.17
2532,26/06/2009,SING,1631.03,1811.77
2533,27/06/2009,SIC,3977.35,5295.77
2534,27/06/2009,SING,1627.76,1826.58
2535,28/06/2009,SIC,3471.41,5028.51
2536,28/06/2009,SING,1738.2,1849.3
2537,29/06/2009,SIC,3430.39,5204.15
2538,29/06/2009,SING,1728.73,1850.05
2539,30/06/2009,SIC,1836.84,2720.22
2540,30/06/2009,SING,1707.4,1824.17
2541,01/07/2009,SIC,3834.82,5399.71
2542,01/07/2009,SING,1488.44,1723.04
2543,02/07/2009,SIC,3768.59,5351.46
2544,02/07/2009,SING,1393.09,1566.81
2545,03/07/2009,SIC,3835.66,5526.86
2546,03/07/2009,SING,1441.03,1616.37
2547,04/07/2009,SIC,3885.97,5184.46
2548,04/07/2009,SING,1473.34,1573.58
2549,05/07/2009,SIC,3438.97,5045.68
2550,05/07/2009,SING,1412.22,1558.7
2551,06/07/2009,SIC,3623.69,5510.29
2552,06/07/2009,SING,1423.25,1592.34
2553,07/07/2009,SIC,3880.31,5481.58
2554,07/07/2009,SING,1403.95,1540.0
2555,08/07/2009,SIC,3842.11,5561.43
2556,08/07/2009,SING,1457.39,1604.72
2557,09/07/2009,SIC,3893.83,5584.19
2558,09/07/2009,SING,1476.1,1641.31
2559,10/07/2009,SIC,3968.99,5634.07
2560,10/07/2009,SING,1539.59,1669.53
2561,11/07/2009,SIC,4003.19,5172.31
2562,11/07/2009,SING,1531.31,1660.83
2563,12/07/2009,SIC,3472.62,5079.69
2564,12/07/2009,SING,1521.87,1679.11
2565,13/07/2009,SIC,3684.39,5658.06
2566,13/07/2009,SING,1569.0,1686.78
2567,14/07/2009,SIC,3929.69,5658.68
2568,14/07/2009,SING,1528.51,1653.23
2569,15/07/2009,SIC,3909.93,5592.27
2570,15/07/2009,SING,1391.21,1661.15
2571,16/07/2009,SIC,3714.36,5088.99
2572,16/07/2009,SING,1540.82,1643.46
2573,17/07/2009,SIC,3809.35,5452.88
2574,17/07/2009,SING,1556.98,1696.99
2575,18/07/2009,SIC,3859.15,5016.2
2576,18/07/2009,SING,1545.21,1648.78
2577,19/07/2009,SIC,3309.75,4992.27
2578,19/07/2009,SING,1490.31,1671.55
2579,20/07/2009,SIC,3607.4,5644.25
2580,20/07/2009,SING,1546.61,1631.1
2581,21/07/2009,SIC,3897.16,5727.76
2582,21/07/2009,SING,1381.77,1581.21
2583,22/07/2009,SIC,3909.88,5677.7
2584,22/07/2009,SING,1444.48,1568.12
2585,23/07/2009,SIC,3960.43,5596.73
2586,23/07/2009,SING,1460.77,1585.42
2587,24/07/2009,SIC,3892.63,5660.12
2588,24/07/2009,SING,1500.55,1628.67
2589,25/07/2009,SIC,3914.78,5168.75
2590,25/07/2009,SING,1462.16,1614.08
2591,26/07/2009,SIC,3375.35,5098.94
2592,26/07/2009,SING,1433.54,1645.88
2593,27/07/2009,SIC,3619.56,5716.67
2594,27/07/2009,SING,1552.8,1639.99
2595,28/07/2009,SIC,3879.03,5616.1
2596,28/07/2009,SING,1507.64,1600.19
2597,29/07/2009,SIC,3871.81,5577.02
2598,29/07/2009,SING,1463.39,1611.49
2599,30/07/2009,SIC,2306.91,2658.38
2600,30/07/2009,SING,1446.98,1615.97
2601,31/07/2009,SING,1525.14,1604.16
2602,01/08/2009,SIC,3958.04,5043.78
2603,01/08/2009,SING,1305.39,1390.42
2604,02/08/2009,SIC,3326.16,5031.37
2605,02/08/2009,SING,1301.67,1473.19
2606,03/08/2009,SIC,3576.79,5443.97
2607,03/08/2009,SING,1369.09,1493.84
2608,04/08/2009,SIC,3859.98,5428.12
2609,04/08/2009,SING,1373.71,1471.95
2610,05/08/2009,SIC,3775.5,5495.46
2611,05/08/2009,SING,1354.27,1457.48
2612,06/08/2009,SIC,3886.0,5744.51
2613,06/08/2009,SING,1375.84,1447.45
2614,07/08/2009,SIC,3890.19,5642.46
2615,07/08/2009,SING,1352.91,1474.02
2616,08/08/2009,SIC,3946.25,5118.07
2617,08/08/2009,SING,1366.41,1459.3
2618,09/08/2009,SIC,3342.88,5058.74
2619,09/08/2009,SING,1366.44,1471.99
2620,10/08/2009,SIC,3656.47,5569.66
2621,10/08/2009,SING,1407.5,1469.07
2622,11/08/2009,SIC,3888.12,5464.99
2623,11/08/2009,SING,1346.02,1462.72
2624,12/08/2009,SIC,3898.19,5573.18
2625,12/08/2009,SING,1341.16,1444.45
2626,13/08/2009,SIC,3936.4,5690.2
2627,13/08/2009,SING,1345.76,1456.15
2628,14/08/2009,SIC,3926.85,5662.29
2629,14/08/2009,SING,1376.87,1458.64
2630,15/08/2009,SIC,3713.13,5153.79
2631,15/08/2009,SING,1369.03,1495.78
2632,16/08/2009,SIC,3314.1,5047.29
2633,16/08/2009,SING,1348.73,1522.27
2634,17/08/2009,SIC,3603.73,5709.48
2635,17/08/2009,SING,1403.46,1502.48
2636,18/08/2009,SIC,3931.26,5997.13
2637,18/08/2009,SING,1357.39,1498.07
2638,19/08/2009,SIC,4028.08,5613.61
2639,19/08/2009,SING,1356.37,1441.81
2640,20/08/2009,SIC,4060.81,5587.85
2641,20/08/2009,SING,1374.95,1513.65
2642,21/08/2009,SIC,4084.51,5818.35
2643,21/08/2009,SING,1375.79,1502.96
2644,22/08/2009,SIC,4059.3,5197.02
2645,22/08/2009,SING,1458.98,1528.57
2646,23/08/2009,SIC,3430.32,5202.96
2647,23/08/2009,SING,1360.01,1460.51
2648,24/08/2009,SIC,3787.52,5700.08
2649,24/08/2009,SING,1355.81,1464.68
2650,25/08/2009,SIC,4037.18,5592.29
2651,25/08/2009,SING,1268.39,1443.36
2652,26/08/2009,SIC,4026.7,5523.36
2653,26/08/2009,SING,1268.63,1373.67
2654,27/08/2009,SIC,3878.51,5436.52
2655,27/08/2009,SING,1272.45,1451.4
2656,28/08/2009,SIC,3990.15,5450.02
2657,28/08/2009,SING,1368.34,1469.34
2658,29/08/2009,SIC,3992.47,5117.93
2659,29/08/2009,SING,1436.07,1491.66
2660,30/08/2009,SIC,3399.81,5117.27
2661,30/08/2009,SING,1403.03,1526.88
2662,31/08/2009,SIC,3700.69,5613.37
2663,31/08/2009,SING,1474.46,1569.35
2664,01/09/2009,SIC,3919.48,5430.47
2665,01/09/2009,SING,1675.0,1829.07
2666,02/09/2009,SIC,3934.63,5645.53
2667,02/09/2009,SING,1665.2,1794.71
2668,03/09/2009,SIC,3842.92,5631.61
2669,03/09/2009,SING,1703.65,1823.12
2670,04/09/2009,SIC,4023.62,5775.01
2671,04/09/2009,SING,1698.61,1841.78
2672,05/09/2009,SIC,4043.26,5308.17
2673,05/09/2009,SING,1710.42,1832.9
2674,06/09/2009,SIC,3369.89,5235.54
2675,06/09/2009,SING,1685.98,1815.42
2676,07/09/2009,SIC,3729.9,5675.75
2677,07/09/2009,SING,1679.27,1818.09
2678,08/09/2009,SIC,3980.71,5615.69
2679,08/09/2009,SING,1680.01,1828.54
2680,09/09/2009,SIC,4014.41,5544.68
2681,09/09/2009,SING,1686.44,1822.2
2682,10/09/2009,SIC,4000.2,5352.89
2683,10/09/2009,SING,1663.42,1813.7
2684,11/09/2009,SIC,3991.06,5460.41
2685,11/09/2009,SING,1636.35,1821.35
2686,12/09/2009,SIC,3793.26,5087.2
2687,12/09/2009,SING,1642.97,1802.88
2688,13/09/2009,SIC,3304.57,5118.85
2689,13/09/2009,SING,1652.32,1785.76
2690,14/09/2009,SIC,3636.72,5535.35
2691,14/09/2009,SING,1657.77,1800.7
2692,15/09/2009,SIC,3977.34,5495.69
2693,15/09/2009,SING,1595.7,1819.18
2694,16/09/2009,SIC,4047.09,5449.41
2695,16/09/2009,SING,1636.22,1870.39
2696,17/09/2009,SIC,4036.07,5367.53
2697,17/09/2009,SING,1713.16,1814.79
2698,18/09/2009,SIC,3368.08,4554.76
2699,18/09/2009,SING,1548.57,1716.42
2700,19/09/2009,SIC,3194.05,4656.82
2701,19/09/2009,SING,1591.37,1759.03
2702,20/09/2009,SIC,3109.78,4989.08
2703,20/09/2009,SING,1661.63,1881.45
2704,21/09/2009,SIC,3646.71,5674.04
2705,21/09/2009,SING,1686.18,1879.77
2706,22/09/2009,SIC,4027.0,5518.82
2707,22/09/2009,SING,1610.47,1851.81
2708,23/09/2009,SIC,4006.77,5474.15
2709,23/09/2009,SING,1752.52,1843.36
2710,24/09/2009,SIC,3996.61,5392.67
2711,24/09/2009,SING,1707.03,1836.41
2712,25/09/2009,SIC,4021.61,5375.87
2713,25/09/2009,SING,1731.28,1850.39
2714,26/09/2009,SIC,3898.02,5173.25
2715,26/09/2009,SING,1712.21,1852.6
2716,27/09/2009,SIC,3339.62,5262.15
2717,27/09/2009,SING,1681.33,1900.45
2718,28/09/2009,SIC,3708.83,5559.26
2719,28/09/2009,SING,1745.74,1841.02
2720,29/09/2009,SIC,4060.59,5574.31
2721,29/09/2009,SING,1544.36,1826.82
2722,30/09/2009,SIC,4052.82,5458.81
2723,30/09/2009,SING,1521.46,1822.13
2724,01/10/2009,SIC,3953.86,5762.19
2725,01/10/2009,SING,1550.66,1744.09
2726,02/10/2009,SIC,4009.9,5693.9
2727,02/10/2009,SING,1507.98,1712.92
2728,03/10/2009,SIC,3824.67,5338.9
2729,03/10/2009,SING,1499.02,1738.1
2730,04/10/2009,SIC,3252.78,5141.99
2731,04/10/2009,SING,1631.84,1788.25
2732,05/10/2009,SIC,3672.42,5774.88
2733,05/10/2009,SING,1641.53,1744.42
2734,06/10/2009,SIC,3906.03,5698.4
2735,06/10/2009,SING,1579.64,1732.87
2736,07/10/2009,SIC,3809.45,5755.07
2737,07/10/2009,SING,1643.67,1784.99
2738,08/10/2009,SIC,3853.84,5852.96
2739,08/10/2009,SING,1684.65,1787.75
2740,09/10/2009,SIC,3929.0,5827.01
2741,09/10/2009,SING,1748.39,1844.66
2742,10/10/2009,SIC,3857.65,5233.38
2743,10/10/2009,SING,1744.17,1839.67
2744,11/10/2009,SIC,1.84,4925.18
2745,11/10/2009,SING,1708.46,1852.16
2746,12/10/2009,SIC,3296.79,5260.38
2747,12/10/2009,SING,1678.68,1811.74
2748,13/10/2009,SIC,3673.06,5714.35
2749,13/10/2009,SING,1582.26,1702.26
2750,14/10/2009,SIC,3893.45,5580.36
2751,14/10/2009,SING,1588.61,1670.37
2752,15/10/2009,SIC,3893.32,5726.76
2753,15/10/2009,SING,1477.77,1628.86
2754,16/10/2009,SIC,3963.23,5629.25
2755,16/10/2009,SING,1584.02,1670.15
2756,17/10/2009,SIC,3962.24,5296.89
2757,17/10/2009,SING,1544.96,1684.25
2758,18/10/2009,SIC,3328.72,5187.44
2759,18/10/2009,SING,1555.23,1724.37
2760,19/10/2009,SIC,3646.0,5745.38
2761,19/10/2009,SING,1541.26,1691.92
2762,20/10/2009,SIC,3937.96,5780.88
2763,20/10/2009,SING,1558.85,1663.8
2764,21/10/2009,SIC,4001.08,5862.39
2765,21/10/2009,SING,1546.31,1706.29
2766,22/10/2009,SIC,4029.87,5764.29
2767,22/10/2009,SING,1540.01,1675.97
2768,23/10/2009,SIC,3992.18,5579.99
2769,23/10/2009,SING,1622.23,1730.8
2770,24/10/2009,SIC,3884.95,5333.28
2771,24/10/2009,SING,1638.4,1737.55
2772,25/10/2009,SIC,3339.85,5071.96
2773,25/10/2009,SING,1588.19,1718.19
2774,26/10/2009,SIC,3668.95,5756.86
2775,26/10/2009,SING,1645.17,1689.97
2776,27/10/2009,SIC,3918.19,5773.2
2777,27/10/2009,SING,1576.46,1670.74
2778,28/10/2009,SIC,3988.83,5807.49
2779,28/10/2009,SING,1602.27,1751.77
2780,29/10/2009,SIC,3914.22,5900.9
2781,29/10/2009,SING,1651.86,1781.16
2782,30/10/2009,SIC,2821.83,3183.95
2783,30/10/2009,SING,1632.2,1759.4
2784,31/10/2009,SING,1485.62,1730.96
2785,01/11/2009,SIC,3284.78,5070.74
2786,01/11/2009,SING,1562.08,1817.53
2787,02/11/2009,SIC,3652.2,5737.36
2788,02/11/2009,SING,1648.33,1739.82
2789,03/11/2009,SIC,3952.95,5749.12
2790,03/11/2009,SING,1570.39,1728.24
2791,04/11/2009,SIC,3837.38,5839.11
2792,04/11/2009,SING,1379.97,1693.89
2793,05/11/2009,SIC,4049.45,5861.14
2794,05/11/2009,SING,1451.08,1610.1
2795,06/11/2009,SIC,4060.09,5713.15
2796,06/11/2009,SING,1577.69,1691.87
2797,07/11/2009,SIC,3948.29,5287.29
2798,07/11/2009,SING,1585.78,1744.75
2799,08/11/2009,SIC,3340.93,5183.81
2800,08/11/2009,SING,1613.84,1793.06
2801,09/11/2009,SIC,3720.4,5814.55
2802,09/11/2009,SING,1688.69,1785.47
2803,10/11/2009,SIC,4025.94,5775.44
2804,10/11/2009,SING,1644.6,1739.94
2805,11/11/2009,SIC,4006.33,5837.85
2806,11/11/2009,SING,1612.66,1724.89
2807,12/11/2009,SIC,3967.21,5687.37
2808,12/11/2009,SING,1599.95,1714.29
2809,13/11/2009,SIC,3935.02,5679.76
2810,13/11/2009,SING,1594.18,1739.87
2811,14/11/2009,SIC,3887.11,5276.37
2812,14/11/2009,SING,1696.31,1778.35
2813,15/11/2009,SIC,3367.3,5233.52
2814,15/11/2009,SING,1689.67,1799.82
2815,16/11/2009,SIC,3773.74,5798.53
2816,16/11/2009,SING,1701.0,1796.65
2817,17/11/2009,SIC,4068.09,5791.18
2818,17/11/2009,SING,1683.56,1784.56
2819,18/11/2009,SIC,4004.04,5775.07
2820,18/11/2009,SING,1496.52,1708.13
2821,19/11/2009,SIC,4009.24,5769.07
2822,19/11/2009,SING,1614.71,1770.25
2823,20/11/2009,SIC,4016.65,5610.97
2824,20/11/2009,SING,1675.21,1775.57
2825,21/11/2009,SIC,3916.25,5292.65
2826,21/11/2009,SING,1677.72,1772.27
2827,22/11/2009,SIC,3266.28,5167.2
2828,22/11/2009,SING,1547.11,1773.57
2829,23/11/2009,SIC,3784.17,5824.91
2830,23/11/2009,SING,1663.94,1771.97
2831,24/11/2009,SIC,4061.93,5831.81
2832,24/11/2009,SING,1610.95,1746.89
2833,25/11/2009,SIC,4074.96,5753.8
2834,25/11/2009,SING,1645.51,1789.62
2835,26/11/2009,SIC,4118.09,5898.32
2836,26/11/2009,SING,1672.84,1794.84
2837,27/11/2009,SIC,4115.91,5811.92
2838,27/11/2009,SING,1715.33,1813.72
2839,28/11/2009,SIC,4029.92,5283.89
2840,28/11/2009,SING,1711.71,1794.62
2841,29/11/2009,SIC,3504.61,5233.04
2842,29/11/2009,SING,1629.32,1790.03
2843,30/11/2009,SIC,3833.0,5907.12
2844,30/11/2009,SING,1645.61,1788.11
2845,01/12/2009,SIC,4179.72,5854.15
2846,01/12/2009,SING,1573.24,1720.61
2847,02/12/2009,SIC,4133.66,5758.32
2848,02/12/2009,SING,1550.07,1664.84
2849,03/12/2009,SIC,4042.43,5821.71
2850,03/12/2009,SING,1507.69,1699.59
2851,04/12/2009,SIC,4154.21,5948.79
2852,04/12/2009,SING,1604.87,1738.82
2853,05/12/2009,SIC,4144.17,5437.44
2854,05/12/2009,SING,1606.64,1738.41
2855,06/12/2009,SIC,3493.08,5146.06
2856,06/12/2009,SING,1582.67,1754.6
2857,07/12/2009,SIC,3867.97,5693.56
2858,07/12/2009,SING,1601.1,1713.21
2859,08/12/2009,SIC,3774.35,5481.8
2860,08/12/2009,SING,1575.1,1689.71
2861,09/12/2009,SIC,4057.2,6016.46
2862,09/12/2009,SING,1346.09,1666.71
2863,10/12/2009,SIC,4187.16,5956.5
2864,10/12/2009,SING,1399.17,1673.79
2865,11/12/2009,SIC,4287.0,5959.22
2866,11/12/2009,SING,1593.69,1689.32
2867,12/12/2009,SIC,4177.31,5473.49
2868,12/12/2009,SING,1616.22,1702.42
2869,13/12/2009,SIC,3584.11,5273.81
2870,13/12/2009,SING,1641.8,1776.86
2871,14/12/2009,SIC,3931.66,6139.06
2872,14/12/2009,SING,1612.0,1734.64
2873,15/12/2009,SIC,4205.64,6002.86
2874,15/12/2009,SING,1579.49,1737.43
2875,16/12/2009,SIC,4259.73,6057.9
2876,16/12/2009,SING,1599.05,1728.16
2877,17/12/2009,SIC,4306.67,6084.67
2878,17/12/2009,SING,1549.27,1685.7
2879,18/12/2009,SIC,4284.21,5957.52
2880,18/12/2009,SING,1536.28,1663.72
2881,19/12/2009,SIC,4036.63,5357.77
2882,19/12/2009,SING,1549.28,1656.3
2883,20/12/2009,SIC,3487.95,5361.51
2884,20/12/2009,SING,1511.52,1646.6
2885,21/12/2009,SIC,3980.57,6136.5
2886,21/12/2009,SING,1509.15,1662.2
2887,22/12/2009,SIC,4290.27,6114.69
2888,22/12/2009,SING,1407.91,1619.84
2889,23/12/2009,SIC,4315.07,5976.12
2890,23/12/2009,SING,1507.99,1657.79
2891,24/12/2009,SIC,4264.24,5776.69
2892,24/12/2009,SING,1561.06,1665.75
2893,25/12/2009,SIC,3326.6,5013.26
2894,25/12/2009,SING,1534.34,1631.89
2895,26/12/2009,SIC,3717.28,5410.04
2896,26/12/2009,SING,1529.34,1677.81
2897,27/12/2009,SIC,3558.99,5280.76
2898,27/12/2009,SING,1550.76,1691.32
2899,28/12/2009,SIC,3903.64,5929.83
2900,28/12/2009,SING,1569.93,1694.52
2901,29/12/2009,SIC,4192.79,5837.77
2902,29/12/2009,SING,1632.82,1750.96
2903,30/12/2009,SIC,2876.28,3349.67
2904,30/12/2009,SING,1617.45,1743.11
2905,31/12/2009,SING,1424.43,1671.91
2906,01/01/2010,SIC,2965.13,4475.77
2907,01/01/2010,SING,1377.83,1526.69
2908,02/01/2010,SIC,3333.7,5038.18
2909,02/01/2010,SING,1470.68,1660.53
2910,03/01/2010,SIC,3252.17,5052.8
2911,03/01/2010,SING,1466.56,1620.84
2912,04/01/2010,SIC,3772.3,5844.83
2913,04/01/2010,SING,1324.76,1494.03
2914,05/01/2010,SIC,4123.89,5809.38
2915,05/01/2010,SING,1346.71,1453.97
2916,06/01/2010,SIC,4120.42,5843.94
2917,06/01/2010,SING,1342.33,1606.5
2918,07/01/2010,SIC,4141.05,5956.49
2919,07/01/2010,SING,1508.85,1654.83
2920,08/01/2010,SIC,4163.97,5975.72
2921,08/01/2010,SING,1565.92,1680.69
2922,09/01/2010,SIC,4126.28,5320.76
2923,09/01/2010,SING,1627.35,1759.94
2924,10/01/2010,SIC,3483.69,5007.18
2925,10/01/2010,SING,1599.15,1782.4
2926,11/01/2010,SIC,3772.69,5843.99
2927,11/01/2010,SING,1513.62,1715.26
2928,12/01/2010,SIC,4179.61,5814.59
2929,12/01/2010,SING,1490.62,1634.02
2930,13/01/2010,SIC,4163.61,5956.52
2931,13/01/2010,SING,1500.94,1661.19
2932,14/01/2010,SIC,4150.92,5959.26
2933,14/01/2010,SING,1515.78,1623.99
2934,15/01/2010,SIC,4241.42,6056.71
2935,15/01/2010,SING,1525.87,1621.08
2936,16/01/2010,SIC,4110.17,5295.15
2937,16/01/2010,SING,1578.91,1692.92
2938,17/01/2010,SIC,3534.43,5114.32
2939,17/01/2010,SING,1569.85,1743.25
2940,18/01/2010,SIC,3839.62,5753.78
2941,18/01/2010,SING,1620.35,1761.35
2942,19/01/2010,SIC,4138.75,5993.4
2943,19/01/2010,SING,1572.42,1735.83
2944,20/01/2010,SIC,4265.82,6087.59
2945,20/01/2010,SING,1633.04,1766.39
2946,21/01/2010,SIC,4296.74,6020.2
2947,21/01/2010,SING,1614.86,1752.81
2948,22/01/2010,SIC,4289.05,6039.72
2949,22/01/2010,SING,1645.26,1822.44
2950,23/01/2010,SIC,4134.41,5358.41
2951,23/01/2010,SING,1674.06,1824.3
2952,24/01/2010,SIC,3556.55,5188.38
2953,24/01/2010,SING,1585.0,1802.13
2954,25/01/2010,SIC,3990.0,6116.66
2955,25/01/2010,SING,1696.18,1811.17
2956,26/01/2010,SIC,4282.94,6246.57
2957,26/01/2010,SING,1680.14,1802.58
2958,27/01/2010,SIC,4365.37,6115.69
2959,27/01/2010,SING,1586.85,1783.2
2960,28/01/2010,SIC,4321.92,6114.42
2961,28/01/2010,SING,1669.8,1792.68
2962,29/01/2010,SIC,4287.74,6030.77
2963,29/01/2010,SING,1646.09,1794.77
2964,30/01/2010,SIC,4117.23,5292.15
2965,30/01/2010,SING,1684.61,1816.87
2966,31/01/2010,SIC,3517.6,5164.74
2967,31/01/2010,SING,1690.57,1831.33
2968,01/02/2010,SIC,3901.04,5969.56
2969,01/02/2010,SING,1664.31,1837.14
2970,02/02/2010,SIC,4207.68,5913.91
2971,02/02/2010,SING,1597.61,1750.96
2972,03/02/2010,SIC,4229.39,5848.49
2973,03/02/2010,SING,1618.35,1772.09
2974,04/02/2010,SIC,4263.52,5871.44
2975,04/02/2010,SING,1615.26,1795.43
2976,05/02/2010,SIC,4240.0,5885.38
2977,05/02/2010,SING,1362.43,1755.73
2978,06/02/2010,SIC,4149.17,5262.44
2979,06/02/2010,SING,1434.34,1707.57
2980,07/02/2010,SIC,3469.58,5103.17
2981,07/02/2010,SING,1597.06,1756.09
2982,08/02/2010,SIC,3856.64,5918.4
2983,08/02/2010,SING,1626.48,1733.49
2984,09/02/2010,SIC,4247.9,5965.88
